question,answer,formatted_text,source
Apa itu esai proses (process essay)?,"Bagaimana cara menulis esai yang menjelaskan langkah-langkah? Esai proses menjelaskan cara melakukan atau membuat sesuatu secara berurutan, biasanya menggunakan kata penghubung urutan seperti pertama, selanjutnya, dan terakhir agar pembaca dapat mengikuti tahapannya dengan jelas.","Pertanyaan: Apa itu esai proses (process essay)?
Jawaban: Bagaimana cara menulis esai yang menjelaskan langkah-langkah? Esai proses menjelaskan cara melakukan atau membuat sesuatu secara berurutan, biasanya menggunakan kata penghubung urutan seperti pertama, selanjutnya, dan terakhir agar pembaca dapat mengikuti tahapannya dengan jelas.",Purdue OWL (owl.purdue.edu)
Apa itu esai definisi (definition essay)?,"Bagaimana cara menulis esai yang menjelaskan makna suatu istilah? Esai definisi menjelaskan arti suatu konsep atau istilah secara mendalam, tidak hanya definisi kamus, tetapi juga contoh, konteks, dan bagaimana istilah tersebut dipahami dalam berbagai situasi.","Pertanyaan: Apa itu esai definisi (definition essay)?
Jawaban: Bagaimana cara menulis esai yang menjelaskan makna suatu istilah? Esai definisi menjelaskan arti suatu konsep atau istilah secara mendalam, tidak hanya definisi kamus, tetapi juga contoh, konteks, dan bagaimana istilah tersebut dipahami dalam berbagai situasi.",Purdue OWL (owl.purdue.edu)
"Apa arti ""show, don't tell"" dalam esai naratif?","Kenapa esai naratif saya terasa datar padahal ceritanya menarik? Show, don't tell berarti menggambarkan pengalaman lewat detail sensorik, dialog, dan aksi konkret, bukan sekadar menyatakan perasaan atau kesimpulan secara langsung, sehingga pembaca dapat merasakan sendiri momen dalam cerita.","Pertanyaan: Apa arti ""show, don't tell"" dalam esai naratif?
Jawaban: Kenapa esai naratif saya terasa datar padahal ceritanya menarik? Show, don't tell berarti menggambarkan pengalaman lewat detail sensorik, dialog, dan aksi konkret, bukan sekadar menyatakan perasaan atau kesimpulan secara langsung, sehingga pembaca dapat merasakan sendiri momen dalam cerita.
Contoh Kesalahan: Aku sangat sedih saat itu.
Contoh Perbaikan: Tanganku gemetar dan air mataku jatuh tanpa bisa kutahan.",Purdue OWL (owl.purdue.edu); Scribbr Essay Writing Guide (scribbr.com)
Bagaimana cara menulis kalimat penutup esai yang berkesan?,"Apakah penutup esai cukup mengulang tesis saja? Penutup esai yang berkesan tidak hanya mengulang tesis, tetapi juga memberi penekanan baru berupa ajakan bertindak, pertanyaan reflektif, atau gambaran dampak yang lebih luas dari topik yang dibahas, agar meninggalkan kesan pada pembaca.","Pertanyaan: Bagaimana cara menulis kalimat penutup esai yang berkesan?
Jawaban: Apakah penutup esai cukup mengulang tesis saja? Penutup esai yang berkesan tidak hanya mengulang tesis, tetapi juga memberi penekanan baru berupa ajakan bertindak, pertanyaan reflektif, atau gambaran dampak yang lebih luas dari topik yang dibahas, agar meninggalkan kesan pada pembaca.",Scribbr Essay Writing Guide (scribbr.com)
Bagaimana aturan penulisan huruf tebal?,"Kapan kata dalam tulisan harus dicetak tebal? Huruf tebal dipakai untuk menegaskan bagian tulisan yang sudah dicetak miring, serta untuk menegaskan bagian karangan seperti judul bab dan subbab.","Pertanyaan: Bagaimana aturan penulisan huruf tebal?
Jawaban: Kapan kata dalam tulisan harus dicetak tebal? Huruf tebal dipakai untuk menegaskan bagian tulisan yang sudah dicetak miring, serta untuk menegaskan bagian karangan seperti judul bab dan subbab.
Contoh Kesalahan: 1.1 Latar Belakang dan Masalah
Contoh Perbaikan: *1.1 Latar Belakang dan Masalah*",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana cara menulis kata ulang (reduplikasi)?,"Apakah anak anak dan kupu kupu ditulis pakai spasi atau tanda hubung? Bentuk ulang ditulis dengan tanda hubung di antara unsur-unsurnya, misalnya anak-anak, kupu-kupu, dan sayur-mayur.","Pertanyaan: Bagaimana cara menulis kata ulang (reduplikasi)?
Jawaban: Apakah anak anak dan kupu kupu ditulis pakai spasi atau tanda hubung? Bentuk ulang ditulis dengan tanda hubung di antara unsur-unsurnya, misalnya anak-anak, kupu-kupu, dan sayur-mayur.
Contoh Kesalahan: anak anak, kupu kupu, sayur mayur
Contoh Perbaikan: anak-anak, kupu-kupu, sayur-mayur",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apakah tanggung jawab boleh digabung jadi tanggungjawab?,"Kenapa banyak orang salah menulis tanggungjawab jadi satu kata? Tanggung jawab termasuk kata majemuk sehingga unsur-unsurnya tetap ditulis terpisah meskipun mendapat imbuhan, kecuali imbuhannya berupa gabungan awalan dan akhiran sekaligus seperti mempertanggungjawabkan.","Pertanyaan: Apakah tanggung jawab boleh digabung jadi tanggungjawab?
Jawaban: Kenapa banyak orang salah menulis tanggungjawab jadi satu kata? Tanggung jawab termasuk kata majemuk sehingga unsur-unsurnya tetap ditulis terpisah meskipun mendapat imbuhan, kecuali imbuhannya berupa gabungan awalan dan akhiran sekaligus seperti mempertanggungjawabkan.
Contoh Kesalahan: Dia harus bertanggungjawab atas kesalahannya.
Contoh Perbaikan: Dia harus bertanggung jawab atas kesalahannya.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
"Kapan tanda pisah digunakan, beda dengan tanda hubung?","Apa beda tanda pisah dengan tanda hubung? Tanda pisah lebih panjang dari tanda hubung dan dipakai untuk menyisipkan keterangan tambahan di tengah kalimat atau menyatakan makna sampai dengan di antara dua bilangan atau tanggal, sedangkan tanda hubung dipakai menyambung kata ulang atau suku kata yang terpisah baris.","Pertanyaan: Kapan tanda pisah digunakan, beda dengan tanda hubung?
Jawaban: Apa beda tanda pisah dengan tanda hubung? Tanda pisah lebih panjang dari tanda hubung dan dipakai untuk menyisipkan keterangan tambahan di tengah kalimat atau menyatakan makna sampai dengan di antara dua bilangan atau tanggal, sedangkan tanda hubung dipakai menyambung kata ulang atau suku kata yang terpisah baris.
Contoh Kesalahan: Tahun 2020-2024 adalah masa pandemi.
Contoh Perbaikan: Tahun 2020–2024 adalah masa pandemi.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan kata ganti Anda?,"Apakah kata anda selalu ditulis huruf kecil? Kata ganti Anda yang dipakai untuk menyapa lawan bicara ditulis dengan huruf awal kapital di setiap kemunculannya dalam kalimat, berbeda dengan kata ganti lain seperti kamu atau kau.","Pertanyaan: Bagaimana penulisan kata ganti Anda?
Jawaban: Apakah kata anda selalu ditulis huruf kecil? Kata ganti Anda yang dipakai untuk menyapa lawan bicara ditulis dengan huruf awal kapital di setiap kemunculannya dalam kalimat, berbeda dengan kata ganti lain seperti kamu atau kau.
Contoh Kesalahan: Apakah anda sudah mengisi formulir itu?
Contoh Perbaikan: Apakah Anda sudah mengisi formulir itu?",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Kapan kata sapaan kekerabatan seperti Bapak dan Ibu ditulis kapital?,"Kenapa kata bapak kadang kapital kadang tidak? Kata penunjuk hubungan kekerabatan seperti bapak, ibu, kakak, adik, dan paman ditulis kapital jika dipakai sebagai kata sapaan atau pengacuan langsung kepada orang tertentu, tetapi ditulis huruf kecil jika dipakai secara umum.","Pertanyaan: Kapan kata sapaan kekerabatan seperti Bapak dan Ibu ditulis kapital?
Jawaban: Kenapa kata bapak kadang kapital kadang tidak? Kata penunjuk hubungan kekerabatan seperti bapak, ibu, kakak, adik, dan paman ditulis kapital jika dipakai sebagai kata sapaan atau pengacuan langsung kepada orang tertentu, tetapi ditulis huruf kecil jika dipakai secara umum.
Contoh Kesalahan: kita harus menghormati Bapak dan Ibu kita.
Contoh Perbaikan: Kita harus menghormati bapak dan ibu kita. Selamat pagi, Bapak.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apakah kata non dan pasca ditulis serangkai atau pakai tanda hubung?,"Bagaimana cara menulis non Amerika atau pasca reshuffle? Bentuk terikat seperti non- dan pasca- ditulis serangkai dengan kata dasar, tetapi diberi tanda hubung jika diikuti kata yang diawali huruf kapital atau berupa singkatan.","Pertanyaan: Apakah kata non dan pasca ditulis serangkai atau pakai tanda hubung?
Jawaban: Bagaimana cara menulis non Amerika atau pasca reshuffle? Bentuk terikat seperti non- dan pasca- ditulis serangkai dengan kata dasar, tetapi diberi tanda hubung jika diikuti kata yang diawali huruf kapital atau berupa singkatan.
Contoh Kesalahan: non Amerika, pasca reshuffle
Contoh Perbaikan: non-Amerika, pasca-reshuffle",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana pemenggalan kata di akhir baris?,"Kenapa kata di ujung baris kadang dipotong pakai tanda hubung? Tanda hubung dipakai untuk menyambung suku-suku kata dasar yang terpisah oleh pergantian baris, dengan pemenggalan dilakukan di antara suku kata, bukan sembarang huruf, dan suku kata satu huruf vokal tidak diletakkan sendirian di ujung atau pangkal baris.","Pertanyaan: Bagaimana pemenggalan kata di akhir baris?
Jawaban: Kenapa kata di ujung baris kadang dipotong pakai tanda hubung? Tanda hubung dipakai untuk menyambung suku-suku kata dasar yang terpisah oleh pergantian baris, dengan pemenggalan dilakukan di antara suku kata, bukan sembarang huruf, dan suku kata satu huruf vokal tidak diletakkan sendirian di ujung atau pangkal baris.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan tanda petik tunggal?,"Kapan pakai tanda petik satu bukan tanda petik dua? Tanda petik tunggal dipakai untuk mengapit petikan yang berada di dalam petikan lain, serta untuk mengapit makna atau padanan suatu kata atau ungkapan.","Pertanyaan: Bagaimana penulisan tanda petik tunggal?
Jawaban: Kapan pakai tanda petik satu bukan tanda petik dua? Tanda petik tunggal dipakai untuk mengapit petikan yang berada di dalam petikan lain, serta untuk mengapit makna atau padanan suatu kata atau ungkapan.
Contoh Kesalahan: Ibu bertanya, ""Kaudengar bunyi kring-kring tadi?"" Retina (dinding mata sebelah dalam) mengalami masalah.
Contoh Perbaikan: Ibu bertanya, ""Kaudengar bunyi 'kring-kring' tadi?"" Retina 'dinding mata sebelah dalam' mengalami masalah.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan kata maha- yang berkaitan dengan Tuhan?,"Apakah mahakuasa ditulis serangkai atau terpisah? Bentuk terikat maha- yang diikuti kata dasar atau kata berimbuhan yang mengacu pada nama atau sifat Tuhan ditulis terpisah dengan huruf awal kapital, kecuali jika diikuti kata esa yang tetap ditulis serangkai.","Pertanyaan: Bagaimana penulisan kata maha- yang berkaitan dengan Tuhan?
Jawaban: Apakah mahakuasa ditulis serangkai atau terpisah? Bentuk terikat maha- yang diikuti kata dasar atau kata berimbuhan yang mengacu pada nama atau sifat Tuhan ditulis terpisah dengan huruf awal kapital, kecuali jika diikuti kata esa yang tetap ditulis serangkai.
Contoh Kesalahan: Tuhan Yang Mahakuasa memberi rahmat. Tuhan Yang Maha Esa.
Contoh Perbaikan: Tuhan Yang Maha Kuasa memberi rahmat. Tuhan Yang Maha Esa.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Apa beda fungsi huruf tebal dan huruf miring untuk penegasan?,"Kalau mau menegaskan satu kata, pakai huruf tebal atau huruf miring dulu? Huruf miring dipakai lebih dulu untuk menegaskan atau mengkhususkan sebuah kata dalam kalimat biasa. Huruf tebal baru dipakai jika bagian yang sudah dicetak miring itu ingin ditegaskan sekali lagi, atau untuk menonjolkan bagian struktural seperti judul bab dan subbab.","Pertanyaan: Apa beda fungsi huruf tebal dan huruf miring untuk penegasan?
Jawaban: Kalau mau menegaskan satu kata, pakai huruf tebal atau huruf miring dulu? Huruf miring dipakai lebih dulu untuk menegaskan atau mengkhususkan sebuah kata dalam kalimat biasa. Huruf tebal baru dipakai jika bagian yang sudah dicetak miring itu ingin ditegaskan sekali lagi, atau untuk menonjolkan bagian struktural seperti judul bab dan subbab.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan bentuk ulang gabungan kata (kata majemuk berulang)?,"Apakah kapal barang yang jamak ditulis kapal-kapal barang atau kapal barang-barang? Bentuk ulang pada kata majemuk atau gabungan kata ditulis dengan mengulang unsur pertamanya saja, bukan unsur kedua.","Pertanyaan: Bagaimana penulisan bentuk ulang gabungan kata (kata majemuk berulang)?
Jawaban: Apakah kapal barang yang jamak ditulis kapal-kapal barang atau kapal barang-barang? Bentuk ulang pada kata majemuk atau gabungan kata ditulis dengan mengulang unsur pertamanya saja, bukan unsur kedua.
Contoh Kesalahan: kapal barang-barang, kereta api-api cepat
Contoh Perbaikan: kapal-kapal barang, kereta-kereta api cepat",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
Bagaimana penulisan gelar akademik ganda yang berurutan?,"Kalau seseorang punya lebih dari satu gelar, gimana cara nulisnya? Setiap unsur gelar akademik yang berurutan ditulis dengan tanda titik pada masing-masing singkatan dan dipisahkan tanda koma antar-gelar yang berbeda jenjang, dengan spasi memisahkan nama dari rangkaian gelar.","Pertanyaan: Bagaimana penulisan gelar akademik ganda yang berurutan?
Jawaban: Kalau seseorang punya lebih dari satu gelar, gimana cara nulisnya? Setiap unsur gelar akademik yang berurutan ditulis dengan tanda titik pada masing-masing singkatan dan dipisahkan tanda koma antar-gelar yang berbeda jenjang, dengan spasi memisahkan nama dari rangkaian gelar.
Contoh Kesalahan: Prof.Dr.dr.Muh.Hariyanto,S.E,M.A,Ph.D
Contoh Perbaikan: Prof. Dr. dr. Muh. Hariyanto, S.E., M.A., Ph.D.",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
"Bagaimana penulisan nama diri yang diawali bin, binti, atau van?","Apakah van Gogh dan bin Abdullah ditulis kapital di awal? Huruf kapital tidak dipakai sebagai huruf pertama pada unsur nama seperti de, van, der, von, dan da, begitu juga pada kata bin dan binti dalam nama diri tertentu.","Pertanyaan: Bagaimana penulisan nama diri yang diawali bin, binti, atau van?
Jawaban: Apakah van Gogh dan bin Abdullah ditulis kapital di awal? Huruf kapital tidak dipakai sebagai huruf pertama pada unsur nama seperti de, van, der, von, dan da, begitu juga pada kata bin dan binti dalam nama diri tertentu.
Contoh Kesalahan: Vincent Van Gogh, Ahmad Bin Abdullah
Contoh Perbaikan: Vincent van Gogh, Ahmad bin Abdullah",EYD V - Badan Bahasa Kemendikbudristek (ejaan.kemendikdasmen.go.id)
